edGLM2_w_000001	Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
edGLM2_w_000002	linage	lignage	NOMcom	NOMB.=s|GENRE=m|CAS=r
edGLM2_w_000003	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edGLM2_w_000004	Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
edGLM2_w_000005	le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edGLM2_w_000006	poteïs	pöestëif	NOMcom	NOMB.=s|GENRE=m|CAS=n
edGLM2_w_000007	Sor	sor2	PRE	MORPH=empty
edGLM2_w_000008	une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
edGLM2_w_000009	roche	roche3	NOMcom	NOMB.=s|GENRE=f|CAS=r
edGLM2_w_000010	durement	durement2	ADVgen	DEGRE=-
edGLM2_w_000011	l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edGLM2_w_000012	abati	abatre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edGLM2_w_000013	Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edGLM2_w_000014	cou	col	NOMcom	NOMB.=s|GENRE=m|CAS=r
edGLM2_w_000015	desnoe	desnöer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edGLM2_w_000016	si	si	ADVgen	DEGRE=-
edGLM2_w_000017	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edGLM2_w_000018	brisiez	brisier	VERppe	NOMB.=s|GENRE=m|CAS=n
edGLM2_w_000019	par	par	PRE	MORPH=empty
edGLM2_w_000020	mi	mi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
edGLM2_w_000021	Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edGLM2_w_000022	cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=n
edGLM2_w_000023	s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edGLM2_w_000024	estent	estendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edGLM2_w_000025	et	et	CONcoo	MORPH=empty
edGLM2_w_000026	l	le	DETdef	NOMB.=s|GENRE=f|CAS=n
edGLM2_w_000027	ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=n
edGLM2_w_000028	s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edGLM2_w_000029	en	en2	PROadv	MORPH=empty
