Meyer_1_w_000001	G	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Meyer_1_w_000002	irai	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
Meyer_1_w_000003	sor	sor2	PRE	MORPH=empty
Meyer_1_w_000004	eus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
Meyer_1_w_000005	por	por2	PRE	MORPH=empty
Meyer_1_w_000006	lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
Meyer_1_w_000007	terres	terre	NOMcom	NOMB.=p|GENRE=f|CAS=r
Meyer_1_w_000008	saisir	saisir	VERinf	MORPH=empty
Meyer_1_w_000009	[Ne]	ne1	ADVneg	MORPH=empty
Meyer_1_w_000010	les	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=r
Meyer_1_w_000011	garra	garir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
Meyer_1_w_000012	trestot	trestot	DETind	NOMB.=s|GENRE=m|CAS=n
Meyer_1_w_000013	ors	or1	NOMcom	NOMB.=s|GENRE=m|CAS=n
Meyer_1_w_000014	que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
Meyer_1_w_000015	Dex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
Meyer_1_w_000016	fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Meyer_1_w_000017	Que	que4	CONsub	MORPH=empty
Meyer_1_w_000018	je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Meyer_1_w_000019	nes	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Meyer_1_w_000020	face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
Meyer_1_w_000021	de	de	PRE	MORPH=empty
Meyer_1_w_000022	male	mal1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
Meyer_1_w_000023	mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r
Meyer_1_w_000024	morir	morir	VERinf	MORPH=empty
Meyer_1_w_000025	Dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Meyer_1_w_000026	Girars	Girard	NOMpro	NOMB.=s|GENRE=m|CAS=n
Meyer_1_w_000027	Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
Meyer_1_w_000028	il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
Meyer_1_w_000029	lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
