Me1_w_000739	dona	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Me1_w_000740	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000741	sien	suen	PROpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
Me1_w_000742	moult	mout	ADVgen	DEGRE=-
Me1_w_000743	en	en2	PROadv	MORPH=empty
Me1_w_000744	fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Me1_w_000745	a	a3	PRE	MORPH=empty
Me1_w_000746	loer	löer1	VERinf	MORPH=empty
Me1_w_000747	Vers	vers2	PRE	MORPH=empty
Me1_w_000748	Flandres	Flandres	NOMpro	NOMB.=s|GENRE=x|CAS=r
Me1_w_000749	s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Me1_w_000750	en	en2	PROadv	MORPH=empty
Me1_w_000751	tornerent	torner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Me1_w_000752	por	por2	PRE	MORPH=empty
Me1_w_000753	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000754	regne	regne	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000755	gaster	gaster	VERinf	MORPH=empty
Me1_w_000756	Flamens	Flamenc	NOMpro	NOMB.=p|GENRE=m|CAS=n
Me1_w_000757	vienent	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000758	encontre	encontre1	ADVgen	DEGRE=-
Me1_w_000759	por	por2	PRE	MORPH=empty
Me1_w_000760	la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Me1_w_000761	merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000762	crier	crïer1	VERinf	MORPH=empty
Me1_w_000763	Mais	mais1	CONcoo	MORPH=empty
Me1_w_000764	onques	onque	ADVgen	DEGRE=-
Me1_w_000765	ne	ne1	ADVneg	MORPH=empty
Me1_w_000766	le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
Me1_w_000767	porent	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Me1_w_000768	envers	envers2	PRE	MORPH=empty
Me1_w_000769	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000770	roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000771	trover	trover	VERinf	MORPH=empty
Me1_w_000772	Come	come1	CONsub	MORPH=empty
Me1_w_000773	Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
Me1_w_000774	le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
Me1_w_000775	voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000776	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000777	sens	sens	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000778	cuide	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
