Me1_w_000001	Nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Me1_w_000002	empereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
Me1_w_000003	fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Me1_w_000004	ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
Me1_w_000005	briés	brief	NOMcom	NOMB.=p|GENRE=m|CAS=r
Me1_w_000006	saieler	sëeler	VERinf	MORPH=empty
Me1_w_000007	Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
Me1_w_000008	fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000009	mander	mander	VERinf	MORPH=empty
Me1_w_000010	quan	cant2	PROind	NOMB.=s|GENRE=n|CAS=r
Me1_w_000011	k	que4	CONsub	MORPH=empty
Me1_w_000012	il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
Me1_w_000013	peut	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000014	aüner	äuner	VERinf	MORPH=empty
Me1_w_000015	lx	soissante	PROcar	NOMB.=p|GENRE=m|CAS=r
Me1_w_000016	mil	mil1	PROcar	NOMB.=p|GENRE=m|CAS=r
Me1_w_000017	en	en2	PROadv	MORPH=empty
Me1_w_000018	a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000019	bien	bien1	ADVgen	DEGRE=p
Me1_w_000020	amassés	amasser	VERppe	NOMB.=p|GENRE=m|CAS=r
Me1_w_000021	Les	le	DETdef	NOMB.=p|GENRE=m|CAS=n
Me1_w_000022	os	ost	NOMcom	NOMB.=p|GENRE=m|CAS=n
Me1_w_000023	s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Me1_w_000024	esmeuvent	esmovoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000025	or	or4	ADVgen	DEGRE=-
Me1_w_000026	penst	penser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000027	Dieus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
Me1_w_000028	del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000029	guier	guiier	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000030	De	de	PRE	MORPH=empty
Me1_w_000031	Saint	saint	NOMpro	NOMB.=s|GENRE=m|CAS=r
Me1_w_000032	Denis	Denis	NOMpro	NOMB.=s|GENRE=m|CAS=r
Me1_w_000033	fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000034	l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Me1_w_000035	ensaigne	enseigne	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000036	porter	porter	VERinf	MORPH=empty
Me1_w_000037	Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Me1_w_000038	dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Me1_w_000039	Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
Me1_w_000040	ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
Me1_w_000041	tant	tant	ADVgen	DEGRE=-
Me1_w_000042	fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000043	a	a3	PRE	MORPH=empty
Me1_w_000044	loer	löer1	VERinf	MORPH=empty
Me1_w_000045	N	ne1	ADVneg	MORPH=empty
Me1_w_000046	ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Me1_w_000047	tel	tel	ADJind	NOMB.=s|GENRE=m|CAS=r
Me1_w_000048	baron	baron	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000049	dusc	jusque	ADVgen	DEGRE=-
Me1_w_000050	a	a3	PRE	MORPH=empty
Me1_w_000051	la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Me1_w_000052	Rouge	Roge	NOMpro	NOMB.=s|GENRE=f|CAS=r
Me1_w_000053	Mer	Mer	NOMpro	NOMB.=s|GENRE=f|CAS=r
Me1_w_000054	Et	et	CONcoo	MORPH=empty
Me1_w_000055	Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
Me1_w_000056	fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000057	l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Me1_w_000058	ost	ost	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000059	rengier	rengier1	VERinf	MORPH=empty
Me1_w_000060	et	et	CONcoo	MORPH=empty
Me1_w_000061	sierer	serrer	VERinf	MORPH=empty
Me1_w_000062	Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
Me1_w_000063	n	ne1	ADVneg	MORPH=empty
Me1_w_000064	a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000065	baron	baron	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000066	en	en1	PRE	MORPH=empty
Me1_w_000067	l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Me1_w_000068	ost	ost	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000069	nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
Me1_w_000070	doie	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000071	amer	amer1	VERinf	MORPH=empty
Me1_w_000072	A	a3	PRE	MORPH=empty
Me1_w_000073	Soissons	Soissons	NOMpro	NOMB.=s|GENRE=f|CAS=r
Me1_w_000074	vinrent	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Me1_w_000075	si	si	ADVgen	DEGRE=-
Me1_w_000076	com	come1	CONsub	MORPH=empty
Me1_w_000077	j	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Me1_w_000078	oï	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
Me1_w_000079	conter	conter	VERinf	MORPH=empty
Me1_w_000080	Aval	aval	PRE	MORPH=empty
Me1_w_000081	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000082	pré	pré	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000083	se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Me1_w_000084	keurent	corir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000085	adouber	adober	VERinf	MORPH=empty
Me1_w_000086	La	là	ADVgen	DEGRE=-
Me1_w_000087	veïssiés	vëoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p
Me1_w_000088	le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Me1_w_000089	vitaile	vitaille	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000090	amener	amener	VERinf	MORPH=empty
Me1_w_000091	De	de	PRE	MORPH=empty
Me1_w_000092	maintes	maint	DETind	NOMB.=p|GENRE=f|CAS=r
Me1_w_000093	pars	part1	NOMcom	NOMB.=p|GENRE=f|CAS=r
Me1_w_000094	chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
Me1_w_000095	aüner	äuner	VERinf	MORPH=empty
Me1_w_000096	De	de	PRE	MORPH=empty
Me1_w_000097	Soissons	Soissons	NOMpro	NOMB.=s|GENRE=f|CAS=r
Me1_w_000098	partent	partir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000099	quant	cant1	CONsub	MORPH=empty
Me1_w_000100	il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
Me1_w_000101	dut	devoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Me1_w_000102	ajourner	ajorner	VERinf	MORPH=empty
Me1_w_000103	Dusc	jusque	ADVgen	DEGRE=-
Me1_w_000104	a	a3	PRE	MORPH=empty
Me1_w_000105	Bruiieres	Bruiieres	NOMpro	NOMB.=s|GENRE=x|CAS=r
Me1_w_000106	ne	ne1	ADVneg	MORPH=empty
Me1_w_000107	vorent	voloir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Me1_w_000108	arester	arester	VERinf	MORPH=empty
Me1_w_000109	Illeuk	iluec	ADVgen	DEGRE=-
Me1_w_000110	a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000111	fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
Me1_w_000112	li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Me1_w_000113	roys	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Me1_w_000114	sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
Me1_w_000115	gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000116	armer	armer	VERinf	MORPH=empty
Me1_w_000117	Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=r
Me1_w_000118	et	et	CONcoo	MORPH=empty
Me1_w_000119	Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
Me1_w_000120	en	en2	PROadv	MORPH=empty
Me1_w_000121	font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000122	avant	avant	ADVgen	DEGRE=-
Me1_w_000123	aler	aler	VERinf	MORPH=empty
Me1_w_000124	Guille	Guilaume	NOMpro	NOMB.=s|GENRE=m|CAS=r
Me1_w_000125	aveuk	avuec	ADVgen	DEGRE=-
Me1_w_000126	et	et	CONcoo	MORPH=empty
Me1_w_000127	Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
Me1_w_000128	le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Me1_w_000129	sené	sené2	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Me1_w_000130	Atout	atot	PRE	MORPH=empty
Me1_w_000131	xx	vint	DETcar	NOMB.=p|GENRE=m|CAS=r
Me1_w_000132	m	mil1	DETcar	NOMB.=p|GENRE=m|CAS=r
Me1_w_000133	chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
Me1_w_000134	adoubé[s]	adober	VERppe	NOMB.=p|GENRE=m|CAS=r
Me1_w_000135	Desci	deci	ADVgen	DEGRE=-
Me1_w_000136	en	en1	PRE	MORPH=empty
Me1_w_000137	l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Me1_w_000138	ost	ost	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000139	ne	ne1	ADVneg	MORPH=empty
Me1_w_000140	se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Me1_w_000141	sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000142	aresté	arester	VERppe	NOMB.=p|GENRE=m|CAS=n
Me1_w_000143	La	là		DEGRE=-
Me1_w_000144	veïssiés	vëoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p
Me1_w_000145	maint	maint	DETind	NOMB.=s|GENRE=m|CAS=r
Me1_w_000146	chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000147	verser	verser1	VERinf	MORPH=empty
Me1_w_000148	Begon	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
Me1_w_000149	en	en2	PROadv	MORPH=empty
Me1_w_000150	donnent	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000151	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000152	los	lot1	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000153	li	le	DETdef	NOMB.=p|GENRE=m|CAS=r
Me1_w_000154	baceler	bacheler	NOMcom	NOMB.=p|GENRE=m|CAS=r
Me1_w_000155	De	de	PRE	MORPH=empty
Me1_w_000156	bien	bien1	ADVgen	DEGRE=p
Me1_w_000157	ferir	ferir	VERinf	MORPH=empty
Me1_w_000158	et	et	CONcoo	MORPH=empty
Me1_w_000159	de	de	PRE	MORPH=empty
Me1_w_000160	lance	lance	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000161	porter	porter	VERinf	MORPH=empty
Me1_w_000162	Leur	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Me1_w_000163	escief	eschif2	NOMcom	NOMB.=p|GENRE=m|CAS=r
Me1_w_000164	font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000165	partir	partir	VERinf	MORPH=empty
Me1_w_000166	et	et	CONcoo	MORPH=empty
Me1_w_000167	deviser	deviser	VERinf	MORPH=empty
Me1_w_000168	Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
Me1_w_000169	donna	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Me1_w_000170	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000171	sien	suen	PROpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
Me1_w_000172	ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
Me1_w_000173	mout	mout	ADVgen	DEGRE=-
Me1_w_000174	fut	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Me1_w_000175	ber	baron	NOMcom	NOMB.=s|GENRE=m|CAS=n
Me1_w_000176	Vers	vers2	PRE	MORPH=empty
Me1_w_000177	Flandres	Flandres	NOMpro	NOMB.=s|GENRE=x|CAS=r
Me1_w_000178	tournent	torner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000179	pour	por2	PRE	MORPH=empty
Me1_w_000180	le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Me1_w_000181	terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000182	gaster	gaster	VERinf	MORPH=empty
Me1_w_000183	Et	et	CONcoo	MORPH=empty
Me1_w_000184	Flamenc	Flamenc	NOMpro	NOMB.=p|GENRE=m|CAS=n
Me1_w_000185	vinrent	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Me1_w_000186	au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000187	roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000188	merchi	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000189	crier	crïer1	VERinf	MORPH=empty
Me1_w_000190	Hé	e2	INJ	MORPH=empty
Me1_w_000191	gentieus	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Me1_w_000192	roys	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Me1_w_000193	aiiés	avoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
Me1_w_000194	de	de	PRE	MORPH=empty
Me1_w_000195	nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
Me1_w_000196	pité	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000197	Que	que4	CONsub	MORPH=empty
Me1_w_000198	[ne]	ne1	ADVneg	MORPH=empty
Me1_w_000199	nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
Me1_w_000200	faites	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000201	nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r
Me1_w_000202	terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000203	gaster	gaster	VERinf	MORPH=empty
Me1_w_000204	Mais	mais1	CONcoo	MORPH=empty
Me1_w_000205	ainc	ainc	ADVgen	DEGRE=-
Me1_w_000206	ne	ne1	ADVneg	MORPH=empty
Me1_w_000207	porent	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Me1_w_000208	au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000209	roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000210	merchi	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me1_w_000211	trouver	trover	VERinf	MORPH=empty
Me1_w_000212	Devant	devant	PRE	MORPH=empty
Me1_w_000213	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000214	roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000215	en	en2	PROadv	MORPH=empty
Me1_w_000216	sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Me1_w_000217	venu	venir	VERppe	NOMB.=p|GENRE=m|CAS=n
Me1_w_000218	ester	ester	VERinf	MORPH=empty
Me1_w_000219	Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
Me1_w_000220	li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Me1_w_000221	dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Me1_w_000222	qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
Me1_w_000223	mout	mout	ADVgen	DEGRE=-
Me1_w_000224	fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Me1_w_000225	a	a3	PRE	MORPH=empty
Me1_w_000226	loer	löer1	VERinf	MORPH=empty
Me1_w_000227	Et	et	CONcoo	MORPH=empty
Me1_w_000228	dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Me1_w_000229	au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
Me1_w_000230	roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Me1_w_000231	Tout	tot	PROind	NOMB.=p|GENRE=m|CAS=r
Me1_w_000232	çou	ce2	PROdem	NOMB.=p|GENRE=m|CAS=r
Me1_w_000233	laiiés	laissier	VERcjg	MODE=imp|PERS.=2|NOMB.=p
Me1_w_000234	ester	ester	VERinf	MORPH=empty
Me1_w_000235	Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
