Bertoni_Gar_w_000001	Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
Bertoni_Gar_w_000002	dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Bertoni_Gar_w_000003	il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
Bertoni_Gar_w_000004	merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
Bertoni_Gar_w_000005	deu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000006	richement	richement	ADVgen	DEGRE=-
Bertoni_Gar_w_000007	Bien	bien1	ADVgen	DEGRE=p
Bertoni_Gar_w_000008	auons	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
Bertoni_Gar_w_000009	fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000010	uostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000011	commandement	comandement	NOMcom	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000012	Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
Bertoni_Gar_w_000013	111j	catre	ADJcar	NOMB.=p|GENRE=m|CAS=r
Bertoni_Gar_w_000014	roix	roi2	NOMcom	NOMB.=p|GENRE=m|CAS=r
Bertoni_Gar_w_000015	auons	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
Bertoni_Gar_w_000016	conquis	conquerre	VERppe	NOMB.=p|GENRE=m|CAS=r
Bertoni_Gar_w_000017	en	en1	PRE	MORPH=empty
Bertoni_Gar_w_000018	champ	champ	NOMcom	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000019	Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
Bertoni_Gar_w_000020	II	deus	PROcar	NOMB.=p|GENRE=m|CAS=n
Bertoni_Gar_w_000021	sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Bertoni_Gar_w_000022	mort	morir	VERppe	NOMB.=p|GENRE=m|CAS=n
Bertoni_Gar_w_000023	saichez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
Bertoni_Gar_w_000024	ueraiement	veraiement	ADVgen	DEGRE=-
Bertoni_Gar_w_000025	Begues	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
Bertoni_Gar_w_000026	mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Bertoni_Gar_w_000027	freres	frere	NOMcom	NOMB.=s|GENRE=m|CAS=n
Bertoni_Gar_w_000028	mit	metre2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Bertoni_Gar_w_000029	l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000030	un	un	PROcar	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000031	a	a3	PRE	MORPH=empty
Bertoni_Gar_w_000032	finement	finement	NOMcom	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000033	Et	et	CONcoo	MORPH=empty
Bertoni_Gar_w_000034	i	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Bertoni_Gar_w_000035	ocis	ocire	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
Bertoni_Gar_w_000036	l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000037	autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000038	a	a3	PRE	MORPH=empty
Bertoni_Gar_w_000039	mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000040	espie	espiet	NOMcom	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000041	trainchant	trenchier1	VERppa	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000042	Dous	deus	PROcar	NOMB.=p|GENRE=m|CAS=r
Bertoni_Gar_w_000043	en	en2	PROadv	MORPH=empty
Bertoni_Gar_w_000044	preismes	prisier	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=p
Bertoni_Gar_w_000045	par	par	PRE	MORPH=empty
Bertoni_Gar_w_000046	uostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000047	esforcement	esforcement2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000048	Si	si	ADVgen	DEGRE=-
Bertoni_Gar_w_000049	en	en2	PROadv	MORPH=empty
Bertoni_Gar_w_000050	ferez	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
Bertoni_Gar_w_000051	vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000052	commandement	comandement	NOMcom	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000053	Don	don	NOMcom	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000054	li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
Bertoni_Gar_w_000055	liura	livrer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Bertoni_Gar_w_000056	a	a3	PRE	MORPH=empty
Bertoni_Gar_w_000057	faire	faire	VERinf	MORPH=empty
Bertoni_Gar_w_000058	son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000059	talant	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r
Bertoni_Gar_w_000060	Dedenz	dedenz	ADVgen	DEGRE=-
Bertoni_Gar_w_000061	sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
Bertoni_Gar_w_000062	chartre	chartre1	NOMcom	NOMB.=s|GENRE=f|CAS=r
Bertoni_Gar_w_000063	furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Bertoni_Gar_w_000064	mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=n
Bertoni_Gar_w_000065	maintenant	maintenant	ADVgen	DEGRE=-
