id  form  lemma  POS  morph
edB_w_000001	E	et	CONcoo	MORPH=empty
edB_w_000002	quant	cant1	CONsub	MORPH=empty
edB_w_000003	cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n
edB_w_000004	entendirent	entendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
edB_w_000005	a	a3	PRE	MORPH=empty
edB_w_000006	pou	poi	NOMcom	NOMB.=s|GENRE=m|CAS=r
edB_w_000007	sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edB_w_000008	erragez	esragier	VERppe	NOMB.=p|GENRE=m|CAS=n
	.	.	PONfrt	MORPH=empty
	«	«	PONpga	MORPH=empty
edB_w_000009	Par	par	PRE	MORPH=empty
edB_w_000010	Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
	,	,	PONfbl	MORPH=empty
edB_w_000011	sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
edB_w_000012	duc	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
edB_w_000013	Nemes	Naimes	NOMpro	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edB_w_000014	vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
edB_w_000015	nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
edB_w_000016	contrarïez	contrariier	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
	:	:	PONfbl	MORPH=empty
edB_w_000017	En	en1	PRE	MORPH=empty
edB_w_000018	la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
edB_w_000019	cort	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r
edB_w_000020	li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edB_w_000021	Roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
edB_w_000022	forment	forment2	ADVgen	DEGRE=-
edB_w_000023	nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
edB_w_000024	enpirez	empirier	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
	.	.	PONfrt	MORPH=empty
edB_w_000025	Cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=n
edB_w_000026	chen	chien	NOMcom	NOMB.=s|GENRE=m|CAS=n
