edM_w_000001	l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edM_w_000002	avoir	avoir	NOMcom	NOMB.=s|GENRE=m|CAS=r
edM_w_000003	ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edM_w_000004	fet	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
edM_w_000005	léaument	lëaument	ADVgen	DEGRE=-
edM_w_000006	departir	departir	VERinf	MORPH=empty
edM_w_000007	si	si	ADVgen	DEGRE=-
edM_w_000008	bonement	bonement	ADVgen	DEGRE=-
edM_w_000009	que	que4	CONsub	MORPH=empty
edM_w_000010	...s		OUT	MORPH=empty
edM_w_000011	nus	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
edM_w_000012	n	ne1	ADVneg	MORPH=empty
edM_w_000013	i	i2	PROadv	MORPH=empty
edM_w_000014	perdi	perdre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edM_w_000015	Gautlers	Gautier	NOMpro	NOMB.=s|GENRE=m|CAS=n
edM_w_000016	d	de	PRE	MORPH=empty
edM_w_000017	eno	Henaut	NOMpro	NOMB.=s|GENRE=m|CAS=r
edM_w_000018	fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edM_w_000019	delivrés	delivrer	VERppe	NOMB.=p|GENRE=m|CAS=r
edM_w_000020	les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
edM_w_000021	pris	prendre	VERppe	NOMB.=p|GENRE=m|CAS=r
edM_w_000022	et	et	CONcoo	MORPH=empty
edM_w_000023	il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
edM_w_000024	les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edM_w_000025	fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edM_w_000026	en	en1	PRE	MORPH=empty
edM_w_000027	une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
edM_w_000028	tor	tor2	NOMcom	NOMB.=s|GENRE=f|CAS=r
edM_w_000029	flatir	flatir	VERinf	MORPH=empty
edM_w_000030	n	ne1	ADVneg	MORPH=empty
edM_w_000031	en	en2	PROadv	MORPH=empty
edM_w_000032	istront	issir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
edM_w_000033	Mes	Mès	NOMpro	NOMB.=s|GENRE=x|CAS=r
edM_w_000034	si	si	ADVgen	DEGRE=-
edM_w_000035	le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edM_w_000036	saura	savoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
edM_w_000037	Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
edM_w_000038	à	a3	PRE	MORPH=empty
edM_w_000039	son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edM_w_000040	talant	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r
edM_w_000041	en	en2	PROadv	MORPH=empty
edM_w_000042	jert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
edM_w_000043	venjance	venjance	NOMcom	NOMB.=s|GENRE=f|CAS=r
edM_w_000044	pris	prendre	VERppe	NOMB.=s|GENRE=f|CAS=r
edM_w_000045	bien	bien1	ADVgen	DEGRE=p
edM_w_000046	doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edM_w_000047	li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edM_w_000048	dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
edM_w_000049	amer	amer1	VERinf	MORPH=empty
edM_w_000050	ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edM_w_000051	bons	bon	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
edM_w_000052	amis	ami	NOMcom	NOMB.=p|GENRE=m|CAS=r
edM_w_000053	qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
edM_w_000054	pour	por2	PRE	MORPH=empty
edM_w_000055	lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
edM_w_000056	sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edM_w_000057	de	de	PRE	MORPH=empty
edM_w_000058	tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r
edM_w_000059	guerre	guerre	NOMcom	NOMB.=s|GENRE=f|CAS=r
edM_w_000060	entremis	entremetre	VERppe	NOMB.=p|GENRE=m|CAS=n
edM_w_000061	car	car	CONcoo	MORPH=empty
edM_w_000062	il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
edM_w_000063	i	i2	PROadv	MORPH=empty
edM_w_000064	mettent	metre2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edM_w_000065	et	et	CONcoo	MORPH=empty
edM_w_000066	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edM_w_000067	cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
edM_w_000068	et	et	CONcoo	MORPH=empty
edM_w_000069	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edM_w_000070	piz	piz	NOMcom	NOMB.=s|GENRE=m|CAS=r
edM_w_000071	j	un	DETndf	NOMB.=s|GENRE=m|CAS=n
edM_w_000072	messagier	messagier	NOMcom	NOMB.=s|GENRE=m|CAS=n
edM_w_000073	à	a3	PRE	MORPH=empty
edM_w_000074	Mon—Loon	Mont-Loon	NOMpro	NOMB.=s|GENRE=x|CAS=r
edM_w_000075	en	en2	PROadv	MORPH=empty
edM_w_000076	vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edM_w_000077	qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
edM_w_000078	l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edM_w_000079	a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edM_w_000080	conté	conter	VERppe	NOMB.=s|GENRE=m|CAS=r
edM_w_000081	l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edM_w_000082	emperéor	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=r
edM_w_000083	Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
edM_w_000084	et	et	CONcoo	MORPH=empty
edM_w_000085	la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
edM_w_000086	roïne	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=r
edM_w_000087	qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
edM_w_000088	tant	tant	ADVgen	DEGRE=-
edM_w_000089	ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edM_w_000090	cler	cler	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
edM_w_000091	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edM_w_000092	vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r
edM_w_000093	si	si	ADVgen	DEGRE=-
edM_w_000094	come	come1	CONsub	MORPH=empty
edM_w_000095	Miles	Miles	NOMpro	NOMB.=s|GENRE=m|CAS=n
edM_w_000096	et	et	CONcoo	MORPH=empty
edM_w_000097	Gautiers	Gautier	NOMpro	NOMB.=s|GENRE=m|CAS=n
edM_w_000098	l	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edM_w_000099	orfelins	orfenin	NOMcom	NOMB.=s|GENRE=m|CAS=n
edM_w_000100	ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edM_w_000101	desconfit	desconfire	VERppe	NOMB.=s|GENRE=m|CAS=r
