id  form  lemma  POS  morph
	«	«	PONpga	MORPH=empty
edM_w_000001	Par	par	PRE	MORPH=empty
edM_w_000002	cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r
edM_w_000003	apostre	apostle	NOMcom	NOMB.=s|GENRE=m|CAS=r
edM_w_000004	q'	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
edM_w_000005	en	on	PROind	NOMB.=s|GENRE=n|CAS=n
edM_w_000006	qiert	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edM_w_000007	en	en1	PRE	MORPH=empty
edM_w_000008	Noiron	Noiron	NOMpro	NOMB.=s|GENRE=m|CAS=r
edM_w_000009	pré	pré	NOMcom	NOMB.=s|GENRE=m|CAS=r
	,	,	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edM_w_000010	Se	se	CONsub	MORPH=empty
edM_w_000011	l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edM_w_000012	avions	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=p
edM_w_000013	ocis	ocire	VERppe	NOMB.=s|GENRE=m|CAS=r
edM_w_000014	et	et	CONcoo	MORPH=empty
edM_w_000015	afolé	afoler1	VERppe	NOMB.=s|GENRE=m|CAS=r
	,	,	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edM_w_000016	D'	de	PRE	MORPH=empty
edM_w_000017	Aymeriet	Aymeriet	NOMpro	NOMB.=s|GENRE=m|CAS=r
edM_w_000018	ferons	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
edM_w_000019	roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
edM_w_000020	coroné	coroner	VERppe	NOMB.=s|GENRE=m|CAS=r
	.	.	PONfrt	MORPH=empty
	—	-	PONfbl	MORPH=empty
edM_w_000021	Freres	frere	NOMcom	NOMB.=s|GENRE=m|CAS=n
	»	»	PONpdr	MORPH=empty
	,	,	PONfbl	MORPH=empty
edM_w_000022	dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edM_w_000023	Miles	Miles	NOMpro	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edM_w_000024	or	or4	ADVgen	DEGRE=-
edM_w_000025	avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
edM_w_000026	mal	mal1	ADVgen	DEGRE=p
edM_w_000027	parlé	parler	VERppe	NOMB.=s|GENRE=m|CAS=r
	:	:	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edM_w_000028	Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
edM_w_000029	si	si	ADVgen	DEGRE=-
edM_w_000030	conmende	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
	,	,	PONfbl	MORPH=empty
edM_w_000031	le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edM_w_000032	roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
edM_w_000033	de	de	PRE	MORPH=empty
edM_w_000034	†moieté†majeté	majesté	NOMcom	NOMB.=s|GENRE=f|CAS=r
	«	«	PONpga	MORPH=empty
edM_w_000035	Qe	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
edM_w_000036	l'	le	DETdef	NOMB.=s|GENRE=n|CAS=n
edM_w_000037	en	on	PROind	NOMB.=s|GENRE=n|CAS=n
edM_w_000038	ne	ne1	ADVneg	MORPH=empty
edM_w_000039	die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
edM_w_000040	orgeil	orgueil	NOMcom	NOMB.=s|GENRE=m|CAS=r
edM_w_000041	ne	ne2	CONcoo	MORPH=empty
edM_w_000042	foleté	foleté	NOMcom	NOMB.=s|GENRE=f|CAS=r
	.	.	PONfrt	MORPH=empty
	«	«	PONpga	MORPH=empty
edM_w_000043	Pruedom	prodome	NOMcom	NOMB.=s|GENRE=m|CAS=n
edM_w_000044	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edM_w_000045	Karles	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=n
	.			MORPH=empty
	,	,	PONfbl	MORPH=empty
edM_w_000046	ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
edM_w_000047	savon	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
edM_w_000048	de	de	PRE	MORPH=empty
edM_w_000049	verté	verité	NOMcom	NOMB.=s|GENRE=f|CAS=r
	:	:	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edM_w_000050	N'	ne1	ADVneg	MORPH=empty
